108.55,87.49
109.116,87.49
108.008,88.598
108.008,89.164
109.682,87.49
110.247,87.49
108.008,89.73
108.008,90.295
110.813,87.49
111.379,87.49
108.008,90.861
108.008,91.427
111.944,87.49
112.51,87.49
108.008,91.992
108.008,92.558
112.528,88.038
112.528,88.604
108.121,93.01
108.687,93.01
112.528,89.169
112.528,89.735
109.253,93.01
109.818,93.01
112.528,90.301
112.528,90.866
110.384,93.01
110.95,93.01
112.528,91.432
112.528,91.998
111.516,93.01
112.081,93.01
112.528,92.563
112.868,99.15
112.868,105.35
105.368,105.35
105.368,112.85
98.332,112.85
98.332,110.65
103.168,110.65
103.168,105.35
95.668,105.35
95.668,99.15
100.868,99.15
100.868,104.15
107.668,104.15
107.668,99.15
112.868,99.15
113.268,98.75
113.268,105.75
105.768,105.75
105.768,113.25
97.932,113.25
97.932,110.25
102.768,110.25
102.768,105.75
95.268,105.75
95.268,98.75
101.268,98.75
101.268,103.75
107.268,103.75
107.268,98.75
113.268,98.75
113.668,98.35
113.668,106.15
106.168,106.15
106.168,113.65
97.532,113.65
97.532,109.85
102.368,109.85
102.368,106.15
94.868,106.15
94.868,98.35
101.668,98.35
101.668,103.35
106.868,103.35
106.868,98.35
113.668,98.35
114.068,97.95
114.068,106.55
106.568,106.55
106.568,114.05
97.132,114.05
97.132,109.45
101.968,109.45
101.968,106.55
94.468,106.55
94.468,97.95
102.068,97.95
102.068,102.95
106.468,102.95
106.468,97.95
114.068,97.95
108.008,99.912
108.43,99.49
108.995,99.49
108.008,100.478
108.008,101.043
109.561,99.49
110.127,99.49
108.008,101.609
108.008,102.175
110.692,99.49
111.258,99.49
108.008,102.74
108.008,103.306
111.824,99.49
112.389,99.49
108.008,103.872
108.008,104.437
112.528,99.917
112.528,100.483
108.001,105.01
107.435,105.01
107.955,104.49
107.389,104.49
106.869,105.01
106.304,105.01
106.824,104.49
106.258,104.49
105.738,105.01
108.566,105.01
112.528,101.049
112.528,101.614
109.132,105.01
109.698,105.01
112.528,102.18
112.528,102.746
110.264,105.01
110.829,105.01
112.528,103.311
112.528,103.877
111.395,105.01
111.961,105.01
112.528,104.443
112.526,105.01
105.028,112.509
104.461,112.51
105.028,111.943
105.028,111.377
103.895,112.51
103.329,112.51
105.028,110.811
105.028,110.246
102.764,112.51
98.672,111.51
99.192,110.99
99.758,110.99
98.672,112.076
98.672,112.51
98.804,112.51
100.324,110.99
100.889,110.99
99.369,112.51
99.935,112.51
101.455,110.99
102.021,110.99
100.501,112.51
101.066,112.51
102.586,110.99
103.152,110.99
101.632,112.51
102.198,112.51
105.028,109.68
105.028,109.114
103.508,110.634
103.508,110.069
105.028,108.549
105.028,107.983
103.508,109.503
103.508,108.937
105.028,107.417
105.028,106.852
103.508,108.372
103.508,107.806
105.028,106.286
105.028,105.72
103.508,107.24
103.508,106.675
105.028,105.155
105.028,105.01
105.172,105.01
105.692,104.49
105.127,104.49
103.508,106.109
103.508,105.543
104.561,104.49
103.995,104.49
103.475,105.01
102.91,105.01
103.43,104.49
102.864,104.49
102.344,105.01
101.778,105.01
102.298,104.49
101.733,104.49
101.213,105.01
100.647,105.01
101.167,104.49
100.601,104.49
100.081,105.01
99.516,105.01
100.528,103.998
100.528,103.432
98.95,105.01
98.384,105.01
100.528,102.866
100.528,102.301
97.818,105.01
97.253,105.01
100.528,101.735
100.528,101.169
96.687,105.01
96.121,105.01
100.528,100.604
100.528,100.038
96.008,104.558
96.008,103.992
100.51,99.49
99.944,99.49
96.008,103.427
96.008,102.861
99.379,99.49
98.813,99.49
96.008,102.295
96.008,101.73
98.247,99.49
97.682,99.49
96.008,101.164
96.008,100.598
97.116,99.49
96.55,99.49
96.008,100.032
95.668,93.35
95.668,87.15
100.868,87.15
100.868,93.35
95.668,93.35
95.268,93.75
95.268,86.75
101.268,86.75
101.268,93.75
95.268,93.75
94.868,94.15
94.868,86.35
101.668,86.35
101.668,94.15
94.868,94.15
94.468,94.55
94.468,85.95
102.068,85.95
102.068,94.55
94.468,94.55
100.202,93.01
100.528,92.684
100.528,92.118
99.636,93.01
99.07,93.01
100.528,91.553
100.528,90.987
98.505,93.01
97.939,93.01
100.528,90.421
100.528,89.856
97.373,93.01
96.808,93.01
100.528,89.29
100.528,88.724
96.242,93.01
96.008,93.01
96.008,92.679
100.528,88.159
100.528,87.593
96.008,92.113
96.008,91.547
100.065,87.49
99.499,87.49
96.008,90.982
96.008,90.416
98.934,87.49
98.368,87.49
96.008,89.85
96.008,89.284
97.802,87.49
97.237,87.49
96.008,88.719
96.008,88.153
96.671,87.49
96.105,87.49
96.008,87.587
